SOP Name,Source URL,Content
Tracking Status Mismatch,https://sites.google.com/shiprocket.com/sop-shiprocket/tracking-status-mismatch,Tracking Status Mismatch Opening : Good Morning/Afternoon/Evening Welcome to shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM (Ask for AWB no. in shadow fax cases) 2) Click on View details > Click on Shipment section 3) Check 1st EDD 4) Check Updated EDD 5)Check Courier Remarks 6) Check Tracking Scenerio : - If Delivery location is different from the tracking update Resolution = Advisor will confirm from the seller he wants delivery attempt or RTO and assign the Assign the case to LOPS as per the seller VOC and asked the seller to wait for 1-2 working days Nugget Tagging (NFCR Cases ) Seller User:- Seller's registered emai id Channel:- LOPS Shipment Delay Delivery Agent Assign :- As per the courier Ticket Priority :- Low Status :- Open Subject :- Tracking status mismatch Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- NFCR Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment Delivery Delay Sub Category :- Tracking status mismatch Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA
Shiprocket Audience Pro,https://sites.google.com/shiprocket.com/sop-shiprocket/shiprocket-audience-pro,"Shiprocket Audience Pro 1) USPs - How is it going to help my seller? AI-Tailored Audience Segments : Helps sellers optimize Facebook ad campaigns with data-driven audience targeting. Better ROAS (Return on Ad Spend) : The AI-created segments ensure better matching with potential buyers, improving conversions. Pre-Segmented Audiences : Sellers can choose from multiple categories like high-spending buyers, prepaid buyers, fashion enthusiasts, and more. RTO Risk Reduction : Includes an exclusion audience (High Risk RTO Buyers) to help avoid cash-on-delivery (COD) fraud and reduce return rates. Affordable Pricing : Starter Plan starts at ₹1,499 and Growth Plan ranges from ₹2,399 to ₹2,799, making it cost-effective for small and large campaigns. Seamless Integration : Direct integration with Facebook Ad Manager for easy activation and tracking. Discounts for Bulk Purchases : Sellers get additional discounts when purchasing multiple audience segments. 2) Activation Process / SPOC and TAT Steps to Activate: Login to AudiencePro via Shiprocket App Store . Connect Facebook Account with the AudiencePro platform. Choose Audience Segment as per marketing goals. Make Payment via Payment page in Audience marketplace Audience is Shared Automatically to the seller's Facebook Ad Manager. Verify Audience in Facebook Ads Manager under ‘All Audiences’. Single Point of Contact (SPOC): Under VAS tag cases to ""Suraj"" as FCR and give tickets to me and @Abhishek Gaur Turnaround Time (TAT): Activation is instant after payment. If there are verification issues, sellers may need to check their Meta account settings. 3) Service Charges Free Access : 4 Audiences are Free from starter plan. Starter Plan : ₹1,499 (Up to 4 lakh entries). Growth Plan : ₹2,399 - ₹2,799 (Between 7 to 22 lakh entries depending on the segment). Bulk Discounts : Buy 2 segments → 10% off Buy 3 segments → 15% off Buy 4 segments → 20% off 4) Deactivation Process / SPOC and TAT Manual Removal : Sellers can remove their Facebook account from the AudiencePro platform. SPOC for Deactivation : Self TAT : Deactivation is immediate upon removal of the Facebook account. 5) Target Audience / Tier Target Audience : E-commerce sellers looking to improve Facebook ad targeting. Brands selling online via D2C (Direct-to-Consumer) or marketplace models. Advertisers focused on conversions & reducing RTO . Audience Segments (Tiers) : High Spending Buyers → Luxury, electronics, fashion. Active & Frequent Buyers → Home decor, beauty, personal care. Prepaid Buyers → Apparel, footwear. Low Risk COD Buyers → Books, small home goods. High Risk RTO Buyers (Exclusion Audience) → To improve ad efficiency. Geographic Tiering : Works across Tier 1, Tier 2, and Tier 3 cities , based on seller preferences."
Mobile App Related,https://sites.google.com/shiprocket.com/sop-shiprocket/mobile-app-related,"Mobile App Related ACR email to SR App related queries:- Dear Sir/Ma'am, This email is in reference to your concern regarding Concern We’re pleased to inform you that we’ve introduced several enhancements to improve your experience and streamline operations. Please ensure you update the app to the latest version from the Android or iOS app store for the best experience. For a complete overview of all recent updates, you may also refer to: App UX Update document . App Workflow Videos If you have any questions or feedback, please feel free to reply to this email. We'll be happy to assist you. Nugget Disposition Nugget Ticket Seller User :- Seller's registered email id Channel:- Auto Assign Channel Email :- NA Agent Assign :- Auto Assign Ticket Priority :- Low Status :- Awating Customer Response Subject:- Auto Assign Body:- NA Private Notes :- As Per Concern Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC:- NA SR Issue Category:- Mobile App Related Sub Category :- Unable to Login Issue Details :- NA Courier Name:- NA AWB Number :- Blank Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Order Cancellation,https://sites.google.com/shiprocket.com/sop-shiprocket/order-cancellation,"Opening : Good Morning/Afternoon/Evening Welcome to shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM > Click on shipment details > Paste >SR tracking 2) Check the status of Shipment & accordingly proceed for information Inform seller about following :- You can cancel your order or shipment from the Shiprocket panel it's in any of the below statuses: - AWB Assignment - Pickup Scheduled - Pickup Error - Pickup Exception - Label Generated - Pick up Generated - Pickup Rescheduled Path :- Login on seller panel > Place cursor on order tab > Click on process orders > Click on tab where the order is ( Processing, Ready to ship & Manifest) Click on order ID > Click on Cancel You will get following Pop-up in next page Processing - Cancel Order Ready to Ship - Cancel order & Cancel Shipment Manifest - Cancel order & Cancel Shipment Note :- In out for pickup you will not get cancel option to cancel order. Order Cancellation: If you cancel an order, the same will be cancelled with in 3-4 days & your amount will be refunded to your Shiprocket wallet automatically . Shipment Cancellation: If you cancel a shipment, the refund will be processed within 24 working hours with shipping cancellation. If seller wanted to cancel the shipment from contact center center end :- We have enabled the pickup cancel option in ICRM, below is the process which will only work on SSO logins. Only proceed if the seller cannot cancel or refuses reassignment. Check if shipment status is one of: AWB Assignment, Pickup Scheduled, Pickup Error, Pickup Exception, Label Generated, Pickup Generated, Pickup Rescheduled. On clicking the ""Cancel Pickup"" button in ICRM under the Shipment TAB, the advisor must select the cancellation reason from the dropdown. Inform the seller that cancellation and refund will be processed within 2-3 hours, and refund appears in Shiprocket wallet. If cancellation requested status persists >3 days with no refund, click the ""Freight Refund"" button in ICRM. Inform seller refund will be reflected in 2-3 hours. 2. Order Cancellation action plan to reduce error: 1. If status is cancellation requested and if the seller confirmed that the cancellation date is less than 3 days then inform the seller to wait for 3-4 days from the cancellation requested date. If seller is unable to share the date then assign to pickup group and mention in private note that ""Seller is unable to share the cancellation requested date hence assigning to pickup group. If the seller confirms that cancellation is greater than 4 days then mention the same in a private note and assign to the pickup group/channel. Tagging: SR Issue Category: Shipment Pickup Sub Category: Order cancellation requested FCR: Yes Further assistance :- Is there service related anything else I can help you with ? Closing :- Thank you for calling Shiprocket. Have a nice day. FCR Nugget Ticket:- Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- Order Cancellation Request Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment Pickup Sub Category :- Order Cancellation Request Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Return Shipment Delivery In-TAT,https://sites.google.com/shiprocket.com/sop-shiprocket/return-shipment-delivery-in-tat,"Back Return Shipment Delivery In-TAT Opening : Good Morning/Afternoon/Evening Welcome to shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM (Ask for AWB no. if unavailable) 2) Click on View details > Click on Shipment section 3) Check Suppress EDD Inform seller about the following:- Sir/Ma'am, I would like to inform you that return shipment delivery does take 20 working days but we will try to deliver your shipment within 12 to 15 working days, so i request you to please wait as per timeline . Further assistance :- Is there service related anything else I can help you with ? Closing :- Thank you for calling Shiprocket. Have a nice day Disposition Nugget Ticket:- Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Pratibha Ticket Priority :- Low Status :- Resolved Subject :- Shipment Delivery Delay Reverse Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment Delivery Sub Category :- Delay in Delivery RTO / Resverse Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
RTO Escalation in Shiprocket,https://sites.google.com/shiprocket.com/sop-shiprocket/rto-escalation-in-shiprocket,"Back RTO Escalation in Shiprocket Opening : Good Morning/Afternoon/Evening Welcome to Shiprocket. My Name is _. How may I help you? We are introducing a new Escalation feature in the seller panel, which will allow you to escalate delays in the RTO delivery, you can directly escalate it from Shiprocket account by login your seller panel. Ques 1: When is a seller allowed to escalate an RTO Delay? Answer: We calculate the RTO Estimated Delivery Date (RTO EDD) based on the SLAs of each zone. If a shipment is in either RTO Initiated or RTO In Transit statuses and its RTO EDD is breached, we display an Escalate button to the seller. RTO EDD criteria: a) The following RTO TATs do not include the RTO Initiated date and we are keeping RTO SLAs static. We are also excluding Sundays in the RTO EDD calculation (Snap pasted above) b) Zone Description:- Zone A- Within City Zone B- Within State Zone C - Metro to Metro Zone D- Rest of India, except North east and J&K Zone E - North east and J&K Ques 2: Where can the seller raise RTO Escalation? Answer: RTO Escalation can be raised either from the RTO tab or the All tab of the Orders screen. Path for RTO Escalation: a) The seller should log in to their account b) Click on the Orders option from the left-hand menu, and then select the RTO tab c) If the RTO EDD has passed, the Escalate button will be displayed on the right-hand side d) The seller can add their comments and easily escalate the delay e) After being escalated, the escalation history is displayed along with the option for multiple communications. Note: Shiprocket will send an email confirmation to the seller after they have raised the escalation. Ques 3: As an Operations person, how can I view this escalation and what actions can I take on it? Answer: An internal flow for ICRM >> Delivery >> RTO Delay Escalation has been added, where you can view the details of each escalation that has been raised. You can act on the escalated issue by changing its status to either ""In Progress"" or ""Closed"" and by adding appropriate comments. Ensure that the comments added by you are specific and well-written, as they will be displayed on the seller panel and sent through email. During the ""In Progress"" stage, you can send multiple communications to the seller. Note: Email notifications will also be sent to sellers for escalation statuses of ""In Progress"" and ""Closed"". Bulk Upload: You can update the status of multiple escalations simultaneously by using the Bulk Status Upload feature. The comments added in the CSV file will also be displayed in the seller panel and email communication. Ques 4: Which statuses result in the closure of RTO Delay Escalation? Answer: On the following statuses, RTO delay escalation would automatically close: RTO NDR, RTO delivered, Disposed of, Destroyed, Lost, RTO Acknowledged, Put away Done. We can also manually close the escalation from ICRM. Ques 5: Are we allowing Re-escalations? Answer: Sellers may escalate again within 48 hours from the date of Escalation closure. Ques 6: What is the RTO delay escalation resolution time? Answer: 72 hours from the raised date. Ques 7: Will this be available on the Support Panel and Decision Tree? Answer: We are currently working on this and will provide you with an update as soon as it becomes available on both the Support panel and Decision Tree. Ques 8: Please share the email communications that we are sending to sellers Answers: Email communication screenshots are attached to this email. Nugget Ticket Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Channel Email :- NA Agent Assign :- Pratibha Ticket Priority :- Low Status :- Resolved Subject :- Change Email ID Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Other Sub Category :- Other Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Shiprocket - Mitra,https://sites.google.com/shiprocket.com/sop-shiprocket/home/shiprocket-mitra,"Shiprocket - Mitra 1.Shiprocket Mitra App is available on Play store for everyone except Apple app Store. 2. SR existing users can register only with new e-mail address and mobile number. 3.Order creation demo video is available on home page. 4.Wallet minimum recharge value is 500Rs. 5.For any TECH/ FOPS/ LOPS/ App related issue, cases are to be highlighted to you and Zoya till the time SOP is finalized. 6.Only prepaid orders can be created from Mitra App"
COD remittance-Out of TAT,https://sites.google.com/shiprocket.com/sop-shiprocket/cod-remittance-out-of-tat,"COD Remittance- Out of TAT Opening : Good Morning /Afternoon/ Evening Welcome to shiprocket. My Name is _. How may I help you? System Check :- ( Scenario COD amount query out of TAT) 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM (Ask for AWB no. if unavailable) 2) Click on View details > Click on Shipment > Check delivered on date > Check remittance tab Following checks are to be done by the advisors and if details are not visible then ticket to be raised to "" Client Support- Finance Desk"" team. Checks are- 1. Wallet balance should be +ve (in all linked accounts) 2. COD should not be blocked for account and AWB no. 3. Check the remittance plan and calculate the expected remittance date 4. KYC/Bank details status 5. Standard remittance time is 8 days from the delivered date and it would be MWF days only and early COD remittance will be as per the plan on working days, excluding sunday & holiday. 3) Bank account verification & KYC verification 4 ) Check remittance plan & remitted date 5) Inform seller about :- Delivered date of shipment If the remittance is not credited and the TAT is crossed then the agent will follow the below speak - Sir/ Ma'am, as I can check the remittance has not been credited in your account and the timeline has been crossed. I really apologize for the inconvenience you have faced. I am escalating the same to the concerned department & I request you to wait for 1-2 working days for further updates. Further assistance :- Is there service related anything else I can help you with ? Closing :- Thank you for calling Shiprocket. Have a nice day Nugget Ticket Seller User:- Seller's registered emai id Channel:- Customer Support Finance Desk Agent Assign :- Priya / Manisha Ticket Priority :- Low Status :- Open Subject :- Remittance not Recieved Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- NFCR Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Cod Remittance Sub Category :- Remittance not Recieved Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA System Check :- ( Scenario COD amount Dispute) If seller contacted for the COD a mount dispute wherein Seller received partial remittance on secured postpaid account and there is no information on ICRM. If Seller complaints for partial remittance amount received or COD reversal then ,check COD remittance TAB in ICRM>Seller Info> comp id> COD tab> check COD reversal amount (if any) take CRF ID and check with us (Karuna or Abhishek for COD reversal AWB."
RTO-NDR SOP,https://sites.google.com/shiprocket.com/sop-shiprocket/rto-ndr-sop,"Back RTO-NDR SOP Opening : Good Morning/Afternoon/Evening Welcome to shiprocket. My Name is _. How may I help you? System Check :- 1) Copy link from SPARK & paste it in new tab / Click on Internal ICRM . 2) Click on View details > Click on Shipment section Inform ation- RTO NDR- If your RTO shipment does not get delivered to you due to any reason, the shipment status will change to RTO NDR and you will have to take action on the NDR in order request another delivery attempt. Path (Seller Panel):- Path = Order > Orders > Rto > Select the filter of RTO NDR > Go to the action option > Click Reattempt option You can take action by clicking on the reattempt option You can also check the action history by clicking on view history. While taking action on RTO NDR, you can change phone number and address. (Only applicable for Delhivery, Ecom express and Xpressbees) You can also select the reattempt date and upload call recordings of your and FE conversation. Important Points- You can take action for reattempt within 10 days from the date of RTO NDR. If the action is not taken within 10 days then the shipment will be disposed off. You can take action for reattempt only once. If the second delivery attempt fails, then the shipment will be disposed off. The RTO rejected tab shows all the rejected RTO shipments by you. You can check the list of disposed off shipment by applying status filter. About email notification: You will get three notifications, When an RTO NDR is raised, an email notification will be sent to you, in 4 hours of span, including the AWBs till that time. W e will mention in the email that you have only 10 days left to take action against these orders . Further, you will receive the same notification on 5th day & 9th day to take action for your RTO-NDR shipment. Further assistance:- Is there service related anything else I can help you with ? Closing- Thank you for calling in Shiprocket, have a nice day. Nugget Ticket f or FCR Cases Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- Reattempt Request RTO NDR Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment NDR & RTO Sub Category :- Re-attempt Requested -RTO Delivery Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA If seller is unable to take re-attempt action, then the tagging would be : Nugget Ticke t for NFCR Cases Seller User:- Seller's registered emai id Channel:- Lops Delivery Agent Assign :- As per courier Ticket Priority :- Low Status :- Open Subject :- Reattempt Request RTO NDR Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- NFCR Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Shipment NDR & RTO Sub Category :- Re-attempt Requested -RTO NDR Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
3  Nugget Tickets Assignment International Shipping,https://sites.google.com/shiprocket.com/sop-shiprocket/3-nugget-tickets-assignment-international-shipping,"Nugget Tickets Assignment (International Shipping): Going forward, please ensure that all relevant tickets are created under the SRX Others subcategory within the ShiprocketX category on Nugget. These tickets will be directly assigned to Abhishek Rakecha."
Account Disable,https://sites.google.com/shiprocket.com/sop-shiprocket/account-disable,Account Disable Scenario 1. If the seller is complaining that he is unable to login or create order as the account is Disable Ask for screenshot and assign the ticket to FOPS and TAT will 1 to 2 working days for resolution. Nugget Tagging Seller User:- Seller's registered emai id Channel:- FOPS Agent Assign :- NA Ticket Priority :- Low Status :- Open Subject :- Account Disable Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- NFCR Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Issues_with_ShipRocket_Panel Sub Category :- Account Blocked Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA
Pickup,https://sites.google.com/shiprocket.com/sop-shiprocket/live/pickup,"Back Pickup Same day pickup cut-off at manifestation If Order is scheduled before 11 am - Pick up scheduled for same day For India post, schedule before 10 am to schedule pick up for same day Check ICRM showing below mentioned Status, then click on pickup required: Out For Pickup Pickup Exception Pickup Generated Pickup Rescheduled QC Failed Check ICRM showing below mentioned Status, then click on pickup miscellaneous : Pickup Queued Pickup Error Pickup Booked AWB Assigned Label Generated Check ICRM showing below mentioned Status, then click on Cancellation : Cancelled Cancellation Requested Pickup Required Pickup Miscellaneous Pickup Connection Dispute"
Auto Wallet Transfer,https://sites.google.com/shiprocket.com/sop-shiprocket/auto-wallet-transfer,"Auto Wallet Transfer Auto Wallet refund functionality - Live Now! We have implemented an automated wallet refund process. Seller can now initiate a wallet refund request directly from their panel under the "" Help & Support "" section. The system will automatically perform preliminary checks and calculate the eligible refund amount. If the request does not pass the automated validation, only then will a support ticket be generated. Kindly guide client-facing support teams in completing this implementation as needed. Path - Seller Panel>Help & Support> Create Ticket> Category - Finance> Subcategory - Transfer Wallet Amount into My Bank Account Nugget Ticket Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Pr atibha Ticket Priority :- Low Status :- Resolved Subject :- Wallet Balance Transfer Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Wallet_Balance Sub Category :- Account to Account Wallet Transfer Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
GST,https://sites.google.com/shiprocket.com/sop-shiprocket/gst,"GST If seller inquires about goods GST change update below script is to be used Since we are a service provider and not selling any goods/ products, there is no change in our current Terms and Conditions. Our GST structure remains the same However, if the product you sell is of such category on which GST tax rate has been reduced, you can revise your product’s MRP to incorporate the reduced GST rate to pass on the benefit of reduced GST rate to your customer.” ( this needs not be incorporated in out contractual T&Cs) "" Nugget Tagging Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- GST Related Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Invoice Sub Category :- COD Remittance inquiry Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Hyperlocal,https://sites.google.com/shiprocket.com/sop-shiprocket/live/hyperlocal,"Hyperlocal Hyperlocal Shipping Hyperlocal Shipping is a service where we provide same day pickup and delivery facility within a range of 40-50 kilometers. To avail this facility you can simply create a shipment manually from your panel and on the basis of entered address and pin-code details, hyperlocal courier partners will be reflected on your panel. Nugget Ticket: Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- Hyperlocal Query Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Other Sub Category :- Other Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
Call Script,https://sites.google.com/shiprocket.com/sop-shiprocket/call-script,Back Inbound - Hindi & English Click 2 Call - C2C Outbound - Hindi & English
SR convert,https://sites.google.com/shiprocket.com/sop-shiprocket/live/sr-convert,"Back SR convert SR convert is the service that offers to run business campaigns and promotional advertisements for buyers through WhatsApp. This service is offered to SR Engage and Shopify sellers only as of now and in future it will also be available for other channels You will be notified via a "" Pop up "" on your panel about this service You can run multiple campaigns at the same time. You can use templates for messaging ( as Shiprocket is providing 10-15 templates ) or can also customize your own template (alphabets should be in small letters only). In SR convert user can select buyer type as well to run their campaign (notifications will be only shared to selection) such as: You can select those buyers who had not ordered from a certain period of time. e.g- if a buyer is not active from one, two or around six months. If buyer had not placed any order only after checkout on website for a certain period of time. It will also provide option to select frequency of notification that will be sent to buyers, e.g. - (if seller want that notifications should be sent to buyer twice in a month or in every ten day or two days as per his/her consent.) You need to have a positive wallet balance to avail the service. You will be provided a separate panel to avail the service. Activation:- Activation timeline will be 24hrs and if You are looking forward to demo, then it will take 48hrs . (request to be shared with us to forward to the concerned team) Dea ctivation:- Deactivation request will be raised to team and deactivation timeline will be of 24hrs. (For internal use only) For activation Ticket/Requests needs to be shared to Karuna/ Abhishek (NFCR ticket needs to be created in client support Abhishek Gaur ) for further assignment to relevant team. Note:- Activation/Deactivation will be done only from team end, seller will not be able to activate the same from his/her end. Charges:- Charges will be - 1.25 Rs + GST (per whatsApp sent msg) ,charges will be deducted from wallet. Minimum invoice value will be Rs. 2000 ( even if seller is only using Rs. 1000 messaging then at the time of billing remaining 1000 will also be charged from wallet) . Invoices(billing cycle) will be shared within last week of the month. For internal reference only:- Link to check document - ( Refer to below mentioned link to guide seller about the messaging templates and types ) https://docs.google.com/document/d/1hd9FXiBfBHE79EP6V8Fa8LM5A1UddYZb/edit SR Convert- VAS Service Owner- Karansherr & Aryan Jain (SR team) Nugget Ticket (FC R) Seller User:- Seller's registered emai id Channel:- Customer Support Call Center Channel Email :- NA Agent Assign :- Own Name Ticket Priority :- Low Status :- Resolved Subject :- SR convert activation Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- Yes Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Value Added Service Sub Category :- Activation/ Decativation Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA FD Ticket ( if seller want to activate the service.) (NFCR) Seller User:- Seller's registered emai id Channel:- Customer Support Agent Assign :- Rahul Ticket Priority :- Low Status :- Open Subject :- SR convert activation Body:- NA Private Notes :- NA Phone:- Calling number Source:- Phone / Chat Type:- Query FCR:- NFCR Escalation Desk/ORM Tag :- NA VOC :- NA SR Issue Category:- Other Sub Category :- SR convert activation Issue Details :- NA Courier Name:- NA AWB Number :- NA Multiple AWB Number :- NA Multiple Case Scenario :- NA Shipment Status :- NA Jira Link :- NA KAM Action Flag :- NA"
